date,county,SNAP_Applications,SNAP_Active_Cases,NSLP_SBP_Participation,Food_Shelf_Visits,Unemployment_Claims,CPI_Food_At_Home_Index,Eviction_Filings,Utility_Shutoffs,Drought_Severity_Index,Household_Pulse_Food_Insufficiency_Pct,pantry_roll_mean,pantry_roll_std,spike_now,spike_in_4w,spike_in_8w,spike_in_12w,snap_apps_lag1,snap_apps_lag2,snap_apps_lag4,snap_apps_lag8,snap_cases_lag1,snap_cases_lag2,snap_cases_lag4,snap_cases_lag8,school_meals_lag1,school_meals_lag2,school_meals_lag4,school_meals_lag8,pantry_visits_lag1,pantry_visits_lag2,pantry_visits_lag4,pantry_visits_lag8,unemp_claims_lag1,unemp_claims_lag2,unemp_claims_lag4,unemp_claims_lag8,cpi_food_home_idx_lag1,cpi_food_home_idx_lag2,cpi_food_home_idx_lag4,cpi_food_home_idx_lag8,eviction_filings_lag1,eviction_filings_lag2,eviction_filings_lag4,eviction_filings_lag8,utility_shutoffs_lag1,utility_shutoffs_lag2,utility_shutoffs_lag4,utility_shutoffs_lag8,drought_idx_lag1,drought_idx_lag2,drought_idx_lag4,drought_idx_lag8,hps_food_insuff_pct_lag1,hps_food_insuff_pct_lag2,hps_food_insuff_pct_lag4,hps_food_insuff_pct_lag8,snap_apps_pctchg,snap_cases_pctchg,school_meals_pctchg,unemp_claims_pctchg,pantry_visits_pctchg
2023-03-26,Hennepin County,445,6021,13694,913,1680,251.18662879199695,16,36,0.36833703016023217,7.56387086705002,911.0,50.29910535983716,0,0,0,0,427.0,446.0,430.0,435.0,5993.0,6110.0,6023.0,5984.0,13416.0,14351.0,13352.0,13561.0,967.0,931.0,989.0,968.0,1674.0,1710.0,1653.0,1615.0,251.2498257676168,252.23003556779722,251.76572173609682,250.30119687195128,19.0,15.0,17.0,17.0,37.0,33.0,34.0,32.0,0.39130667149427506,0.37888922516457124,0.3134782806704215,0.3718554399137088,8.081926953292871,8.692083489068226,8.703393648565465,8.10342227254574,0.034883720849107624,-0.0003320604349440378,0.025614140201796424,0.016333938284129497,-0.07684529820339202
2023-04-02,Hennepin County,440,6131,13894,876,1700,251.36040705117605,17,32,0.39234011606584507,8.927435096318467,914.75,45.66571079986757,0,0,0,0,445.0,427.0,439.0,432.0,6021.0,5993.0,6117.0,6053.0,13694.0,13416.0,13572.0,13969.0,913.0,967.0,855.0,846.0,1680.0,1674.0,1636.0,1680.0,251.18662879199695,251.2498257676168,250.6268657949504,249.62588097448094,16.0,19.0,14.0,13.0,36.0,37.0,33.0,30.0,0.36833703016023217,0.39130667149427506,0.3136863506359682,0.2986388750851332,7.56387086705002,8.081926953292871,8.095288915089592,6.742076666922896,0.002277904322829375,0.002288703612507977,0.023725316827016996,0.03911980437706613,0.02456140348004514
2023-04-09,Hennepin County,462,6079,13576,915,1670,251.90184724973759,16,32,0.32772659891065037,7.9991265616063325,918.375,44.18447529554759,0,0,0,0,440.0,445.0,446.0,438.0,6131.0,6021.0,6110.0,6172.0,13894.0,13694.0,14351.0,14197.0,876.0,913.0,931.0,886.0,1700.0,1680.0,1710.0,1603.0,251.36040705117605,251.18662879199695,252.23003556779722,251.45548980075353,17.0,16.0,15.0,13.0,32.0,36.0,33.0,32.0,0.39234011606584507,0.36833703016023217,0.37888922516457124,0.37541693131601456,8.927435096318467,7.56387086705002,8.692083489068226,8.218663396595714,0.035874439381447444,-0.005073649753670434,-0.05400320534778042,-0.023391812851817653,-0.017185821678640363
2023-04-16,Hennepin County,436,5868,13808,976,1681,251.02599645719965,16,35,0.3269903338962827,7.284785919005462,927.75,47.781496717572864,1,0,0,0,462.0,440.0,427.0,431.0,6079.0,6131.0,5993.0,6051.0,13576.0,13894.0,13416.0,13350.0,915.0,876.0,967.0,901.0,1670.0,1700.0,1674.0,1668.0,251.90184724973759,251.36040705117605,251.2498257676168,251.88597691259548,16.0,17.0,19.0,19.0,32.0,32.0,37.0,32.0,0.32772659891065037,0.39234011606584507,0.39130667149427506,0.3192326606351457,7.9991265616063325,8.927435096318467,8.081926953292871,8.497841396485267,0.02107728332300402,-0.020857667275011232,0.029218843170153632,0.004181600953296534,0.009307135460902652
2023-04-23,Hennepin County,426,6066,13782,885,1688,251.9566113557544,15,35,0.41793748953013116,7.680865821416107,914.75,42.6036551081175,0,0,0,0,436.0,462.0,445.0,430.0,5868.0,6079.0,6021.0,6023.0,13808.0,13576.0,13694.0,13352.0,976.0,915.0,913.0,989.0,1681.0,1670.0,1680.0,1653.0,251.02599645719965,251.90184724973759,251.18662879199695,251.76572173609682,16.0,16.0,16.0,17.0,35.0,32.0,36.0,34.0,0.3269903338962827,0.32772659891065037,0.36833703016023217,0.3134782806704215,7.284785919005462,7.9991265616063325,7.56387086705002,8.703393648565465,-0.04269662911753567,0.007473841553317747,0.00642617204568233,0.004761904759070294,-0.030668127020078723
2023-04-30,Hennepin County,472,6086,13991,960,1676,252.29851735509203,14,31,0.38350390502887927,7.569604694977089,927.875,37.42587912890526,0,0,0,0,426.0,436.0,440.0,439.0,6066.0,5868.0,6131.0,6117.0,13782.0,13808.0,13894.0,13572.0,885.0,976.0,876.0,855.0,1688.0,1681.0,1700.0,1636.0,251.9566113557544,251.02599645719965,251.36040705117605,250.6268657949504,15.0,16.0,17.0,14.0,35.0,35.0,32.0,33.0,0.41793748953013116,0.3269903338962827,0.39234011606584507,0.3136863506359682,7.680865821416107,7.284785919005462,8.927435096318467,8.095288915089592,0.07272727256198347,-0.007339748816287759,0.006981430832950811,-0.01411764705051903,0.09589041084944017
2023-05-07,Hennepin County,391,5950,13463,906,1663,252.76725824948397,15,32,0.4161984668048327,7.86764757766731,924.75,38.16411927452273,0,0,0,0,472.0,426.0,462.0,446.0,6086.0,6066.0,6079.0,6110.0,13991.0,13782.0,13576.0,14351.0,960.0,885.0,915.0,931.0,1676.0,1688.0,1670.0,1710.0,252.29851735509203,251.9566113557544,251.90184724973759,252.23003556779722,14.0,15.0,16.0,15.0,31.0,35.0,32.0,33.0,0.38350390502887927,0.41793748953013116,0.32772659891065037,0.37888922516457124,7.569604694977089,7.680865821416107,7.9991265616063325,8.692083489068226,-0.15367965334701375,-0.021220595489188913,-0.008323512079528321,-0.004191616763957115,-0.009836065563020694
2023-05-14,Hennepin County,452,6043,13933,937,1703,252.27045340994653,15,38,0.3782472708823323,8.755401686433878,921.0,34.73984949387576,0,0,0,0,391.0,472.0,436.0,427.0,5950.0,6086.0,5868.0,5993.0,13463.0,13991.0,13808.0,13416.0,906.0,960.0,976.0,967.0,1663.0,1676.0,1681.0,1674.0,252.76725824948397,252.29851735509203,251.02599645719965,251.2498257676168,15.0,14.0,16.0,19.0,32.0,31.0,35.0,37.0,0.4161984668048327,0.38350390502887927,0.3269903338962827,0.39130667149427506,7.86764757766731,7.569604694977089,7.284785919005462,8.081926953292871,0.03669724762225402,0.02982276754774663,0.009052723058440562,0.013087447939864693,-0.03995901635250101
2023-05-21,Hennepin County,442,6113,14121,888,1681,251.42311782057348,13,30,0.45514310768565036,7.656244603432249,917.875,36.6350242254594,0,0,0,0,452.0,391.0,426.0,445.0,6043.0,5950.0,6066.0,6021.0,13933.0,13463.0,13782.0,13694.0,937.0,906.0,885.0,913.0,1703.0,1663.0,1688.0,1680.0,252.27045340994653,252.76725824948397,251.9566113557544,251.18662879199695,15.0,15.0,15.0,16.0,38.0,32.0,35.0,36.0,0.3782472708823323,0.4161984668048327,0.41793748953013116,0.36833703016023217,8.755401686433878,7.86764757766731,7.680865821416107,7.56387086705002,0.037558685357843465,0.007748104185996026,0.024597300825381127,-0.0041469194288229145,0.0033898305046442595
2023-05-28,Hennepin County,401,5995,14225,851,1635,252.37824455995704,13,37,0.3644960239779994,7.266624053917901,914.75,41.46513165126984,0,0,0,0,442.0,452.0,472.0,440.0,6113.0,6043.0,6086.0,6131.0,14121.0,13933.0,13991.0,13894.0,888.0,937.0,960.0,876.0,1681.0,1703.0,1676.0,1700.0,251.42311782057348,252.27045340994653,252.29851735509203,251.36040705117605,13.0,15.0,14.0,17.0,30.0,38.0,31.0,32.0,0.45514310768565036,0.3782472708823323,0.38350390502887927,0.39234011606584507,7.656244603432249,8.755401686433878,7.569604694977089,8.927435096318467,-0.150423728494865,-0.014952349652488933,0.016725037522927234,-0.024463007145308465,-0.1135416665483941
2023-06-04,Hennepin County,443,5909,14536,927,1605,251.714770962874,12,34,0.37401123638018774,8.181330666790085,916.25,41.69189712299361,0,0,0,0,401.0,442.0,391.0,462.0,5995.0,6113.0,5950.0,6079.0,14225.0,14121.0,13463.0,13576.0,851.0,888.0,906.0,915.0,1635.0,1681.0,1663.0,1670.0,252.37824455995704,251.42311782057348,252.76725824948397,251.90184724973759,13.0,13.0,15.0,16.0,37.0,30.0,32.0,32.0,0.3644960239779994,0.45514310768565036,0.4161984668048327,0.32772659891065037,7.266624053917901,7.656244603432249,7.86764757766731,7.9991265616063325,0.13299232702559508,-0.006890756301362898,0.07969991828866524,-0.03487672878239523,0.023178807921436194
2023-06-11,Hennepin County,425,5902,14437,862,1645,251.74217433729748,13,36,0.46336186403805896,7.37990829666773,902.0,37.637367450067835,0,0,0,1,443.0,401.0,452.0,436.0,5909.0,5995.0,6043.0,5868.0,14536.0,14225.0,13933.0,13808.0,927.0,851.0,937.0,976.0,1605.0,1635.0,1703.0,1681.0,251.714770962874,252.37824455995704,252.27045340994653,251.02599645719965,12.0,13.0,15.0,16.0,34.0,37.0,38.0,35.0,0.37401123638018774,0.3644960239779994,0.3782472708823323,0.3269903338962827,8.181330666790085,7.266624053917901,8.755401686433878,7.284785919005462,-0.059734513142180284,-0.02333278172706722,0.03617311418673845,-0.03405754548792863,-0.08004268934894057
2023-06-18,Hennepin County,407,5925,14064,851,1627,251.65733477286963,10,28,0.3457639492515461,6.84089621906506,897.75,41.54773502508028,0,0,0,0,425.0,443.0,442.0,426.0,5902.0,5909.0,6113.0,6066.0,14437.0,14536.0,14121.0,13782.0,862.0,927.0,888.0,885.0,1645.0,1605.0,1681.0,1688.0,251.74217433729748,251.714770962874,251.42311782057348,251.9566113557544,13.0,12.0,13.0,15.0,36.0,34.0,30.0,35.0,0.46336186403805896,0.37401123638018774,0.45514310768565036,0.41793748953013116,7.37990829666773,8.181330666790085,7.656244603432249,7.680865821416107,-0.07918552018283818,-0.030754130536438058,-0.004036541321150305,-0.032123735852395155,-0.04166666661974475
2023-06-25,Hennepin County,389,5938,14684,869,1667,251.39022023093318,17,29,0.439006363705012,6.419823415670042,886.375,33.80590607740434,0,0,0,0,407.0,425.0,401.0,472.0,5925.0,5902.0,5995.0,6086.0,14064.0,14437.0,14225.0,13991.0,851.0,862.0,851.0,960.0,1627.0,1645.0,1635.0,1676.0,251.65733477286963,251.74217433729748,252.37824455995704,252.29851735509203,10.0,13.0,13.0,14.0,28.0,36.0,37.0,31.0,0.3457639492515461,0.46336186403805896,0.3644960239779994,0.38350390502887927,6.84089621906506,7.37990829666773,7.266624053917901,7.569604694977089,-0.029925186957792553,-0.009507923267805184,0.03226713532286347,0.019571865431454515,0.021151586344122696
2023-07-02,Hennepin County,421,5903,14333,866,1640,252.25869004198432,10,28,0.427574505214384,6.646316767386584,881.375,33.44478391959752,0,0,0,1,389.0,407.0,443.0,391.0,5938.0,5925.0,5909.0,5950.0,14684.0,14064.0,14536.0,13463.0,869.0,851.0,927.0,906.0,1667.0,1627.0,1605.0,1663.0,251.39022023093318,251.65733477286963,251.714770962874,252.76725824948397,17.0,10.0,12.0,15.0,29.0,28.0,34.0,32.0,0.439006363705012,0.3457639492515461,0.37401123638018774,0.4161984668048327,6.419823415670042,6.84089621906506,8.181330666790085,7.86764757766731,-0.04966139943643025,-0.0010154002367548823,-0.013965327461890113,0.02180685356896769,-0.0658036676744297
2023-07-09,Hennepin County,394,5923,14470,855,1629,253.33833669244967,11,32,0.41140814816268534,6.32851465634471,871.125,25.60935933822405,0,0,1,0,421.0,389.0,425.0,452.0,5903.0,5938.0,5902.0,6043.0,14333.0,14684.0,14437.0,13933.0,866.0,869.0,862.0,937.0,1640.0,1667.0,1645.0,1703.0,252.25869004198432,251.39022023093318,251.74217433729748,252.27045340994653,10.0,17.0,13.0,15.0,28.0,29.0,36.0,38.0,0.427574505214384,0.439006363705012,0.46336186403805896,0.3782472708823323,6.646316767386584,6.419823415670042,7.37990829666773,8.755401686433878,-0.07294117629896193,0.0035581158923147886,0.0022857934472337886,-0.009726443763084227,-0.00812064964255145
2023-07-16,Hennepin County,378,5868,14624,763,1603,254.07690935975404,10,27,0.4297219780493343,6.264448873501349,855.5,44.79158084155672,0,0,0,1,394.0,421.0,407.0,442.0,5923.0,5903.0,5925.0,6113.0,14470.0,14333.0,14064.0,14121.0,855.0,866.0,851.0,888.0,1629.0,1640.0,1627.0,1681.0,253.33833669244967,252.25869004198432,251.65733477286963,251.42311782057348,11.0,10.0,10.0,13.0,32.0,28.0,28.0,30.0,0.41140814816268534,0.427574505214384,0.3457639492515461,0.45514310768565036,6.32851465634471,6.646316767386584,6.84089621906506,7.656244603432249,-0.07125307107800229,-0.00962025316293329,0.03981797496872739,-0.01475107559019602,-0.1034077554601554
2023-07-23,Hennepin County,397,5884,14774,787,1573,252.4408833593694,12,31,0.4120636860558751,6.733933300529059,847.5,50.995798146233824,0,0,0,0,378.0,394.0,389.0,401.0,5868.0,5923.0,5938.0,5995.0,14624.0,14470.0,14684.0,14225.0,763.0,855.0,869.0,851.0,1603.0,1629.0,1667.0,1635.0,254.07690935975404,253.33833669244967,251.39022023093318,252.37824455995704,10.0,11.0,17.0,13.0,27.0,32.0,29.0,37.0,0.4297219780493343,0.41140814816268534,0.439006363705012,0.3644960239779994,6.264448873501349,6.32851465634471,6.419823415670042,7.266624053917901,0.02056555264636105,-0.0090939710324867,0.006129120130337161,-0.05638872222172242,-0.09436133475907786
2023-07-30,Hennepin County,394,5933,14387,783,1591,253.49871327431123,11,30,0.4850578397566453,5.789801028396203,829.5,43.83736175586166,0,0,1,1,397.0,378.0,421.0,443.0,5884.0,5868.0,5903.0,5909.0,14774.0,14624.0,14333.0,14536.0,787.0,763.0,866.0,927.0,1573.0,1603.0,1640.0,1605.0,252.4408833593694,254.07690935975404,252.25869004198432,251.714770962874,12.0,10.0,10.0,12.0,31.0,27.0,28.0,34.0,0.4120636860558751,0.4297219780493343,0.427574505214384,0.37401123638018774,6.733933300529059,6.264448873501349,6.646316767386584,8.181330666790085,-0.06413301647474343,0.00508216161187834,0.0037675294771668507,-0.02987804876226948,-0.09584295600941922
2023-08-06,Hennepin County,404,5787,15213,776,1610,252.67231607118345,9,28,0.49375431245377854,6.314034373050115,818.75,45.250887915518895,0,1,0,1,394.0,397.0,394.0,425.0,5933.0,5884.0,5923.0,5902.0,14387.0,14774.0,14470.0,14437.0,783.0,787.0,855.0,862.0,1591.0,1573.0,1629.0,1645.0,253.49871327431123,252.4408833593694,253.33833669244967,251.74217433729748,11.0,12.0,11.0,13.0,30.0,31.0,32.0,36.0,0.4850578397566453,0.4120636860558751,0.41140814816268534,0.46336186403805896,5.789801028396203,6.733933300529059,6.32851465634471,7.37990829666773,0.02538071059548043,-0.02296133715634622,0.051347615753189524,-0.01166359729179644,-0.092397660710646
2023-08-13,Hennepin County,398,5868,14543,771,1543,251.98063953433225,12,32,0.41940301166620375,6.379338271235719,808.75,45.940178493340625,0,0,1,0,404.0,394.0,378.0,407.0,5787.0,5933.0,5868.0,5925.0,15213.0,14387.0,14624.0,14064.0,776.0,783.0,763.0,851.0,1610.0,1591.0,1603.0,1627.0,252.67231607118345,253.49871327431123,254.07690935975404,251.65733477286963,9.0,11.0,10.0,10.0,28.0,30.0,27.0,28.0,0.49375431245377854,0.4850578397566453,0.4297219780493343,0.3457639492515461,6.314034373050115,5.789801028396203,6.264448873501349,6.84089621906506,0.05291005277007923,0.0,-0.0055388402622033065,-0.03742981906585788,0.010484927902378862
2023-08-20,Hennepin County,426,5868,15357,780,1632,253.453661826745,13,28,0.448122282325305,5.763740173214774,797.625,39.60496902446166,0,0,0,0,398.0,404.0,397.0,389.0,5868.0,5787.0,5884.0,5938.0,14543.0,15213.0,14774.0,14684.0,771.0,776.0,787.0,869.0,1543.0,1610.0,1573.0,1667.0,251.98063953433225,252.67231607118345,252.4408833593694,251.39022023093318,12.0,9.0,12.0,17.0,32.0,28.0,31.0,29.0,0.41940301166620375,0.49375431245377854,0.4120636860558751,0.439006363705012,6.379338271235719,6.314034373050115,6.733933300529059,6.419823415670042,0.07304785875806585,-0.002719238612726166,0.03946121564644232,0.03750794657501084,-0.008894536202167045
2023-08-27,Hennepin County,417,5928,14528,821,1658,253.23600042583067,11,31,0.3995115771828834,5.760773541241836,792.0,30.701326169587933,0,1,1,1,426.0,398.0,394.0,421.0,5868.0,5868.0,5933.0,5903.0,15357.0,14543.0,14387.0,14333.0,780.0,771.0,783.0,866.0,1632.0,1543.0,1591.0,1640.0,253.453661826745,251.98063953433225,253.49871327431123,252.25869004198432,13.0,12.0,11.0,10.0,28.0,32.0,30.0,28.0,0.448122282325305,0.41940301166620375,0.4850578397566453,0.427574505214384,5.763740173214774,6.379338271235719,5.789801028396203,6.646316767386584,0.05837563436960499,-0.0008427439742385396,0.009800514352554354,0.042111879294712835,0.04853128984861904
2023-09-03,Hennepin County,400,5852,15215,831,1540,254.24793924240595,10,27,0.4703901157042618,5.911150560002235,789.0,24.136516496201867,1,0,1,1,417.0,426.0,404.0,394.0,5928.0,5868.0,5787.0,5923.0,14528.0,15357.0,15213.0,14470.0,821.0,780.0,776.0,855.0,1658.0,1632.0,1610.0,1629.0,253.23600042583067,253.453661826745,252.67231607118345,253.33833669244967,11.0,13.0,9.0,11.0,31.0,28.0,28.0,32.0,0.3995115771828834,0.448122282325305,0.49375431245377854,0.41140814816268534,5.760773541241836,5.763740173214774,6.314034373050115,6.32851465634471,-0.0099009900745025,0.01123207188331915,0.00013146650889821426,-0.04347826084256008,0.07087628856845839
2023-09-10,Hennepin County,387,5920,14772,815,1559,252.2983358923156,16,26,0.4680733769323938,5.852485079219886,795.5,23.114621223063786,0,1,0,0,400.0,417.0,398.0,378.0,5852.0,5928.0,5868.0,5868.0,15215.0,14528.0,14543.0,14624.0,831.0,821.0,771.0,763.0,1540.0,1658.0,1543.0,1603.0,254.24793924240595,253.23600042583067,251.98063953433225,254.07690935975404,10.0,11.0,12.0,10.0,27.0,31.0,32.0,27.0,0.4703901157042618,0.3995115771828834,0.41940301166620375,0.4297219780493343,5.911150560002235,5.760773541241836,6.379338271235719,6.264448873501349,-0.02763819088533118,0.008861622357044713,0.0157464072051333,0.01036941023307232,0.0570687418196255
2023-09-17,Hennepin County,430,5960,14202,803,1611,254.95877811038238,12,31,0.42580329852247384,6.859642253705455,797.5,22.965813101838307,0,0,0,0,387.0,400.0,426.0,397.0,5920.0,5852.0,5868.0,5884.0,14772.0,15215.0,15357.0,14774.0,815.0,831.0,780.0,787.0,1559.0,1540.0,1632.0,1573.0,252.2983358923156,254.24793924240595,253.453661826745,252.4408833593694,16.0,10.0,13.0,12.0,26.0,27.0,28.0,31.0,0.4680733769323938,0.4703901157042618,0.448122282325305,0.4120636860558751,5.852485079219886,5.911150560002235,5.763740173214774,6.733933300529059,0.009389671339460866,0.0156782549393868,-0.0752100019486091,-0.012867647050938942,0.02948717944937541
